ID,Pathway
ESRP2,Signaling by FGFR
ESRP2,Signaling by FGFR2
ESRP2,FGFR2 alternative splicing
DOCK5,RHOG GTPase cycle
RMI1,Diseases of DNA repair
RMI1,Diseases of DNA Double-Strand Break Repair
RMI1,Defective homologous recombination repair (HRR) due to BRCA2 loss of function
RMI1,Defective homologous recombination repair (HRR) due to BRCA1 loss of function
RMI1,Defective homologous recombination repair (HRR) due to PALB2 loss of function
RMI1,Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA1 binding function
RMI1,Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA2/RAD51/RAD51C binding function
RMI1,Impaired BRCA2 binding to RAD51
RMI1,Impaired BRCA2 binding to PALB2
PHC3,Regulation of PTEN gene transcription
CALM1,Opioid Signalling
CALM1,PKA-mediated phosphorylation of CREB
CALM1,CaMK IV-mediated phosphorylation of CREB
CALM1,Calmodulin induced events
CALM1,Ca-dependent events
CALM1,CaM pathway
CALM1,G-protein mediated events
CALM1,PLC beta mediated events
CALM1,DAG and IP3 signaling
CALM1,PKA activation
CALM1,DARPP-32 events
CALM1,Signaling by VEGF
CALM1,Ca2+ pathway
CALM1,VEGFA-VEGFR2 Pathway
CALM1,VEGFR2 mediated vascular permeability
CALM1,VEGFR2 mediated cell proliferation
CALM1,Uptake and actions of bacterial toxins
CALM1,RHO GTPases activate IQGAPs
CALM1,RHO GTPases activate PAKs
CALM1,RAF activation
CALM1,Signaling by moderate kinase activity BRAF mutants
CALM1,Signaling by RAS mutants
CALM1,Signaling by BRAF and RAF1 fusions
CALM1,Paradoxical activation of RAF signaling by kinase inactive BRAF
CALM1,Oncogenic MAPK signaling
CALM1,Loss of function of MECP2 in Rett syndrome
CALM1,Pervasive developmental disorders
CALM1,Extra-nuclear estrogen signaling
CALM1,RAS processing
CALM1,Signaling downstream of RAS mutants
CALM1,Signaling by RAF1 mutants
CALM1,Anti-inflammatory response favouring Leishmania parasite infection
CALM1,FCGR3A-mediated IL10 synthesis
CALM1,Leishmania parasite growth and survival
CALM1,Disorders of Developmental Biology
CALM1,Disorders of Nervous System Development
CALM1,Bacterial Infection Pathways
BAIAP2L2,RHOF GTPase cycle
SIKE1,SARS-CoV-1-host interactions
SIKE1,SARS-CoV-1 activates/modulates innate immune responses
SIKE1,SARS-CoV-2 activates/modulates innate and adaptive immune responses
FUZ,Hedgehog 'off' state
NUP214,Host Interactions of HIV factors
NUP214,Rev-mediated nuclear export of HIV RNA
NUP214,Transport of Ribonucleoproteins into the Host Nucleus
NUP214,Export of Viral Ribonucleoproteins from Nucleus
NUP214,NS1 Mediated Effects on Host Pathways
NUP214,Viral Messenger RNA Synthesis
NUP214,NEP/NS2 Interacts with the Cellular Export Machinery
NUP214,Interactions of Vpr with host cellular proteins
NUP214,Interactions of Rev with host cellular proteins
NUP214,Nuclear import of Rev protein
NUP214,Vpr-mediated nuclear import of PICs
NUP214,SLC transporter disorders
NUP214,Defective TPR may confer susceptibility towards thyroid papillary carcinoma (TPC)
NUP214,Disorders of transmembrane transporters
NUP214,HCMV Infection
NUP214,HCMV Early Events
NUP214,HCMV Late Events
NUP214,SARS-CoV-2 activates/modulates innate and adaptive immune responses
PREX2,Regulation of PTEN stability and activity
PREX2,RHOA GTPase cycle
STAM,Signaling by EGFR
STAM,EGFR downregulation
STAM,Signaling by MET
STAM,Negative regulation of MET activity
STAM,InlB-mediated entry of Listeria monocytogenes into host cell
STAM,Listeria monocytogenes entry into host cells
STAM,RHOU GTPase cycle
STAM,Bacterial Infection Pathways
CUBN,Defects in vitamin and cofactor metabolism
CUBN,Diseases of metabolism
MED28,Respiratory Syncytial Virus Infection Pathway
MED28,RSV-host interactions
WNT10A,WNT ligand biogenesis and trafficking
WNT10A,Class B/2 (Secretin family receptors)
TNKS2,Degradation of AXIN
TNKS2,Signaling by WNT in cancer
TNKS2,Regulation of PTEN stability and activity
SHOC2,RAF activation
SHOC2,Oncogenic MAPK signaling
ADAM12,Signaling by EGFR
PDHX,Signaling by Retinoic Acid
FOSL1,Signaling by NTRK1 (TRKA)
FOSL1,Nuclear Events (kinase and transcription factor activation)
FOSL1,NGF-stimulated transcription
CUL5,Signaling by ERBB2
CUL5,Host Interactions of HIV factors
CUL5,Vif-mediated degradation of APOBEC3G
CUL5,Downregulation of ERBB2 signaling
CUL5,Respiratory Syncytial Virus Infection Pathway
CUL5,Evasion by RSV of host interferon responses
CUL5,RSV-host interactions
ARHGAP39,RHOA GTPase cycle
ARHGAP39,RHOB GTPase cycle
ARHGAP39,RHOC GTPase cycle
ARHGAP39,RAC2 GTPase cycle
ARHGAP39,RHOD GTPase cycle
ARHGAP39,RHOG GTPase cycle
ARHGAP39,RAC3 GTPase cycle
ARHGAP39,RHOF GTPase cycle
EEPD1,NR1H2 and NR1H3-mediated signaling
EEPD1,NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux
DUSP16,RAF-independent MAPK1/3 activation
DUSP16,Negative regulation of MAPK pathway
DUSP16,Oncogenic MAPK signaling
DUSP16,Infection with Mycobacterium tuberculosis
DUSP16,Response of Mtb to phagocytosis
DUSP16,Bacterial Infection Pathways
TAS1R2,Class C/3 (Metabotropic glutamate/pheromone receptors)
TAS1R1,Class C/3 (Metabotropic glutamate/pheromone receptors)
AAAS,Host Interactions of HIV factors
AAAS,Rev-mediated nuclear export of HIV RNA
AAAS,Transport of Ribonucleoproteins into the Host Nucleus
AAAS,Export of Viral Ribonucleoproteins from Nucleus
AAAS,NS1 Mediated Effects on Host Pathways
AAAS,Viral Messenger RNA Synthesis
AAAS,NEP/NS2 Interacts with the Cellular Export Machinery
AAAS,Interactions of Vpr with host cellular proteins
AAAS,Interactions of Rev with host cellular proteins
AAAS,Nuclear import of Rev protein
AAAS,Vpr-mediated nuclear import of PICs
AAAS,SLC transporter disorders
AAAS,Defective TPR may confer susceptibility towards thyroid papillary carcinoma (TPC)
AAAS,Disorders of transmembrane transporters
AAAS,RHOA GTPase cycle
AAAS,HCMV Infection
AAAS,HCMV Early Events
AAAS,HCMV Late Events
AAAS,SARS-CoV-2 activates/modulates innate and adaptive immune responses
IFT88,Hedgehog 'off' state
TUBB1,Hedgehog 'off' state
TUBB1,RHO GTPases activate IQGAPs
TUBB1,RHO GTPases Activate Formins
TUBB1,HCMV Infection
TUBB1,HCMV Early Events
WNT5B,WNT ligand biogenesis and trafficking
ZBP1,Potential therapeutics for SARS
PABPN1,NS1 Mediated Effects on Host Pathways
CAMK4,Opioid Signalling
CAMK4,CaMK IV-mediated phosphorylation of CREB
CAMK4,Calmodulin induced events
CAMK4,Ca-dependent events
CAMK4,CaM pathway
CAMK4,G-protein mediated events
CAMK4,PLC beta mediated events
CAMK4,DAG and IP3 signaling
CAMK4,Loss of function of MECP2 in Rett syndrome
CAMK4,Pervasive developmental disorders
CAMK4,Disorders of Developmental Biology
CAMK4,Disorders of Nervous System Development
TAF15,HIV Transcription Initiation
TAF15,RNA Polymerase II HIV Promoter Escape
TAF15,Transcription of the HIV genome
CAMK2A,Opioid Signalling
CAMK2A,CaMK IV-mediated phosphorylation of CREB
CAMK2A,Calmodulin induced events
CAMK2A,Ca-dependent events
CAMK2A,CaM pathway
CAMK2A,G-protein mediated events
CAMK2A,PLC beta mediated events
CAMK2A,DAG and IP3 signaling
CAMK2A,Ca2+ pathway
RND2,RND2 GTPase cycle
CAMK2B,Opioid Signalling
CAMK2B,CaMK IV-mediated phosphorylation of CREB
CAMK2B,Calmodulin induced events
CAMK2B,Ca-dependent events
CAMK2B,CaM pathway
CAMK2B,G-protein mediated events
CAMK2B,PLC beta mediated events
CAMK2B,DAG and IP3 signaling
FAM83D,Signaling by EGFR
CAB39L,MTOR signalling
CAB39L,Energy dependent regulation of mTOR by LKB1-AMPK
DIAPH3,RHO GTPases Activate Formins
DIAPH3,RHOA GTPase cycle
DIAPH3,RHOB GTPase cycle
DIAPH3,RHOC GTPase cycle
DIAPH3,RAC2 GTPase cycle
DIAPH3,RHOD GTPase cycle
DIAPH3,RHOQ GTPase cycle
DIAPH3,RHOG GTPase cycle
DIAPH3,RHOJ GTPase cycle
DIAPH3,RAC3 GTPase cycle
DIAPH3,RHOF GTPase cycle
MAP1LC3B,Translation of Replicase and Assembly of the Replication Transcription Complex
MAP1LC3B,SARS-CoV-2 modulates autophagy
MAP1LC3B,Early SARS-CoV-2 Infection Events
AMN,Defects in vitamin and cofactor metabolism
AMN,Diseases of metabolism
CAMK2D,Opioid Signalling
CAMK2D,CaMK IV-mediated phosphorylation of CREB
CAMK2D,Calmodulin induced events
CAMK2D,Ca-dependent events
CAMK2D,CaM pathway
CAMK2D,G-protein mediated events
CAMK2D,PLC beta mediated events
CAMK2D,DAG and IP3 signaling
DOCK8,RHOJ GTPase cycle
ELL,Formation of HIV elongation complex in the absence of HIV Tat
ELL,HIV Transcription Elongation
ELL,Transcription of the HIV genome
ELL,Formation of HIV-1 elongation complex containing HIV-1 Tat
ELL,Pausing and recovery of Tat-mediated HIV elongation
ELL,Tat-mediated HIV elongation arrest and recovery
ELL,Tat-mediated elongation of the HIV-1 transcript
ELL,HIV elongation arrest and recovery
ELL,Pausing and recovery of HIV elongation
TLR10,Diseases of Immune System
TLR10,Diseases associated with the TLR signaling cascade
CAMK2G,Opioid Signalling
CAMK2G,CaMK IV-mediated phosphorylation of CREB
CAMK2G,Calmodulin induced events
CAMK2G,Ca-dependent events
CAMK2G,CaM pathway
CAMK2G,G-protein mediated events
CAMK2G,PLC beta mediated events
CAMK2G,DAG and IP3 signaling
VANGL1,RHOA GTPase cycle
VANGL1,RHOB GTPase cycle
VANGL1,RHOC GTPase cycle
VANGL1,RAC2 GTPase cycle
VANGL1,RHOD GTPase cycle
VANGL1,RHOQ GTPase cycle
VANGL1,RHOH GTPase cycle
VANGL1,RHOG GTPase cycle
VANGL1,RHOJ GTPase cycle
VANGL1,RHOU GTPase cycle
VANGL1,RAC3 GTPase cycle
VANGL1,RHOV GTPase cycle
VANGL1,RHOF GTPase cycle
VANGL1,RND3 GTPase cycle
VANGL1,RND2 GTPase cycle
VANGL1,RND1 GTPase cycle
RNF146,Degradation of AXIN
RNF146,Regulation of PTEN stability and activity
MED25,Respiratory Syncytial Virus Infection Pathway
MED25,RSV-host interactions
SHARPIN,TNFR1-induced proapoptotic signaling
SHARPIN,Regulation of TNFR1 signaling
SHARPIN,TNFR1-induced NF-kappa-B signaling pathway
SHARPIN,TNF signaling
NCOA3,MAPK6/MAPK4 signaling
NCOA3,Estrogen-dependent gene expression
NRIP1,Estrogen-dependent gene expression
NRIP1,NR1H2 and NR1H3-mediated signaling
CANX,Maturation of spike protein
CANX,Translation of Structural Proteins
CANX,Late SARS-CoV-2 Infection Events
CAPN1,Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models
CAPN1,Neurodegenerative Diseases
CAPN1,Diseases of programmed cell death
CAPN1,Defective Intrinsic Pathway for Apoptosis
USP9X,Signaling by TGF-beta Receptor Complex
USP9X,Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer
USP9X,Downregulation of SMAD2/3:SMAD4 transcriptional activity
USP9X,RHOU GTPase cycle
USP9X,RHOV GTPase cycle
CAPN2,Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models
CAPN2,Neurodegenerative Diseases
CAPN2,Diseases of programmed cell death
CAPN2,Defective Intrinsic Pathway for Apoptosis
SMC1A,Estrogen-dependent gene expression
CAPNS1,Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models
CAPNS1,Neurodegenerative Diseases
CAPNS1,Diseases of programmed cell death
CAPNS1,Defective Intrinsic Pathway for Apoptosis
TRRAP,Formation of the beta-catenin:TCF transactivating complex
PICALM,RND3 GTPase cycle
CAST,Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models
CAST,Neurodegenerative Diseases
CAST,Diseases of programmed cell death
CAST,Defective Intrinsic Pathway for Apoptosis
AXIN1,Degradation of beta-catenin by the destruction complex
AXIN1,Degradation of AXIN
AXIN1,Disassembly of the destruction complex and recruitment of AXIN to the membrane
AXIN1,Signaling by WNT in cancer
AXIN1,Signaling by CTNNB1 phospho-site mutants
AXIN1,Signaling by APC mutants
AXIN1,Signaling by AMER1 mutants
AXIN1,CTNNB1 S33 mutants aren't phosphorylated
AXIN1,CTNNB1 S37 mutants aren't phosphorylated
AXIN1,CTNNB1 S45 mutants aren't phosphorylated
AXIN1,CTNNB1 T41 mutants aren't phosphorylated
AXIN1,APC truncation mutants have impaired AXIN binding
AXIN1,Truncations of AMER1 destabilize the destruction complex
AXIN1,Estrogen-dependent gene expression
AXIN2,Formation of the beta-catenin:TCF transactivating complex
AXIN2,Degradation of AXIN
BRAP,RAF activation
BRAP,Negative regulation of MAPK pathway
BRAP,Signaling by moderate kinase activity BRAF mutants
BRAP,Signaling by RAS mutants
BRAP,Paradoxical activation of RAF signaling by kinase inactive BRAF
BRAP,Oncogenic MAPK signaling
BRAP,Signaling downstream of RAS mutants
CAPZB,RHOD GTPase cycle
CAPZB,RHOF GTPase cycle
FZD1,Class B/2 (Secretin family receptors)
FZD1,PCP/CE pathway
FZD1,Asymmetric localization of PCP proteins
FZD1,Disassembly of the destruction complex and recruitment of AXIN to the membrane
FZD4,Class B/2 (Secretin family receptors)
FZD4,Ca2+ pathway
FZD4,PCP/CE pathway
FZD4,Asymmetric localization of PCP proteins
FZD4,Regulation of FZD by ubiquitination
FZD4,Signaling by WNT in cancer
FZD4,WNT5A-dependent internalization of FZD4
FZD6,Class B/2 (Secretin family receptors)
FZD6,Ca2+ pathway
FZD6,PCP/CE pathway
FZD6,Regulation of FZD by ubiquitination
FZD6,Signaling by WNT in cancer
FZD7,Class B/2 (Secretin family receptors)
FZD7,PCP/CE pathway
FZD7,Asymmetric localization of PCP proteins
FZD8,Class B/2 (Secretin family receptors)
FZD8,PCP/CE pathway
FZD8,Asymmetric localization of PCP proteins
FZD8,Regulation of FZD by ubiquitination
FZD8,Signaling by WNT in cancer
FZD9,Class B/2 (Secretin family receptors)
TCF7L1,Degradation of beta-catenin by the destruction complex
TCF7L1,Formation of the beta-catenin:TCF transactivating complex
TCF7L1,Deactivation of the beta-catenin transactivating complex
TCF7L1,Ca2+ pathway
TCF7L1,Repression of WNT target genes
APH1B,Signaling by ERBB4
APH1B,Nuclear signaling by ERBB4
APH1B,p75 NTR receptor-mediated signalling
APH1B,Signaling by NOTCH1
APH1B,Signaling by NOTCH2
APH1B,"Cell death signalling via NRAGE, NRIF and NADE"
APH1B,NRIF signals cell death from the nucleus
APH1B,Activated NOTCH1 Transmits Signal to the Nucleus
APH1B,Signaling by NOTCH1 PEST Domain Mutants in Cancer
APH1B,Signaling by NOTCH1 in Cancer
APH1B,Constitutive Signaling by NOTCH1 PEST Domain Mutants
APH1B,Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer
APH1B,Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants
APH1B,NOTCH2 Activation and Transmission of Signal to the Nucleus
APH1B,Signaling by NOTCH3
APH1B,NOTCH3 Activation and Transmission of Signal to the Nucleus
APH1B,Signaling by NOTCH4
APH1B,Signaling by TGFBR3
TAAR8,Amine ligand-binding receptors
TAAR8,G alpha (s) signalling events
SOX7,Deactivation of the beta-catenin transactivating complex
PARP9,Maturation of nucleoprotein
PARP9,Translation of Structural Proteins
PARP9,Late SARS-CoV-2 Infection Events
ITCH,Signaling by ERBB4
ITCH,Signaling by NOTCH1
ITCH,Activated NOTCH1 Transmits Signal to the Nucleus
ITCH,Degradation of GLI1 by the proteasome
ITCH,Hedgehog 'off' state
ITCH,Hedgehog 'on' state
ITCH,SARS-CoV-1-host interactions
ITCH,SARS-CoV-1 activates/modulates innate immune responses
TAS1R3,Class C/3 (Metabotropic glutamate/pheromone receptors)
KLF16,Signaling by TGFBR3
KLF16,TGFBR3 expression
TAF3,HIV Transcription Initiation
TAF3,RNA Polymerase II HIV Promoter Escape
TAF3,Transcription of the HIV genome
FGFBP2,Signaling by FGFR
FGFBP2,FGFR2 ligand binding and activation
FGFBP2,Signaling by FGFR2
HDAC10,Signaling by NOTCH1
HDAC10,NOTCH1 Intracellular Domain Regulates Transcription
HDAC10,Signaling by NOTCH1 PEST Domain Mutants in Cancer
HDAC10,Signaling by NOTCH1 in Cancer
HDAC10,Constitutive Signaling by NOTCH1 PEST Domain Mutants
HDAC10,Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer
HDAC10,Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants
PIP5K1A,Negative regulation of the PI3K/AKT network
PIP5K1A,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling"
PIP5K1B,Negative regulation of the PI3K/AKT network
PIP5K1B,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling"
PIP4K2B,Negative regulation of the PI3K/AKT network
PIP4K2B,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling"
OBSCN,NRAGE signals death through JNK
OBSCN,p75 NTR receptor-mediated signalling
OBSCN,"Cell death signalling via NRAGE, NRIF and NADE"
OBSCN,G alpha (12/13) signalling events
OBSCN,RHOA GTPase cycle
OBSCN,RHOQ GTPase cycle
SPOP,Hedgehog 'on' state
MAGT1,Maturation of spike protein
MAGT1,Translation of Structural Proteins
MAGT1,Late SARS-CoV-2 Infection Events
KBTBD7,Regulation of RAS by GAPs
ULK1,Regulation of TNFR1 signaling
ULK1,TNF signaling
ATRIP,Diseases of DNA repair
ATRIP,Diseases of DNA Double-Strand Break Repair
ATRIP,Defective homologous recombination repair (HRR) due to BRCA2 loss of function
ATRIP,Impaired BRCA2 binding to RAD51
ZNRF3,Regulation of FZD by ubiquitination
PPP1R1B,Opioid Signalling
PPP1R1B,DARPP-32 events
MAF1,Regulation of PTEN gene transcription
MED10,Respiratory Syncytial Virus Infection Pathway
MED10,RSV-host interactions
LTBP4,Signaling by TGF-beta Receptor Complex
LTBP4,TGF-beta receptor signaling activates SMADs
CAMKK1,Opioid Signalling
CAMKK1,CaMK IV-mediated phosphorylation of CREB
CAMKK1,Calmodulin induced events
CAMKK1,Ca-dependent events
CAMKK1,CaM pathway
CAMKK1,G-protein mediated events
CAMKK1,PLC beta mediated events
CAMKK1,DAG and IP3 signaling
RNF135,SARS-CoV-2 activates/modulates innate and adaptive immune responses
CAPNS2,Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models
CAPNS2,Neurodegenerative Diseases
CAPNS2,Diseases of programmed cell death
CAPNS2,Defective Intrinsic Pathway for Apoptosis
WDR83,MAP2K and MAPK activation
VPS25,HCMV Infection
VPS25,HCMV Late Events
AKT1S1,MTOR signalling
AKT1S1,mTORC1-mediated signalling
AKT1S1,AKT phosphorylates targets in the cytosol
AKT1S1,PI3K/AKT Signaling in Cancer
AKT1S1,Constitutive Signaling by AKT1 E17K in Cancer
RASAL1,Regulation of RAS by GAPs
NSMAF,TNF signaling
NCK2,Downstream signal transduction
NCK2,Signaling by PDGF
NCK2,Signaling by VEGF
NCK2,Activation of RAC1
NCK2,VEGFA-VEGFR2 Pathway
NCK2,RHOU GTPase cycle
NCK2,RHOV GTPase cycle
MAML2,Pre-NOTCH Transcription and Translation
MAML2,Pre-NOTCH Expression and Processing
MAML2,Signaling by NOTCH1
MAML2,Signaling by NOTCH2
MAML2,NOTCH1 Intracellular Domain Regulates Transcription
MAML2,NOTCH2 intracellular domain regulates transcription
MAML2,Signaling by NOTCH1 PEST Domain Mutants in Cancer
MAML2,Signaling by NOTCH1 in Cancer
MAML2,Constitutive Signaling by NOTCH1 PEST Domain Mutants
MAML2,Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer
MAML2,Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants
MAML2,Signaling by NOTCH3
MAML2,NOTCH3 Intracellular Domain Regulates Transcription
MAML2,Signaling by NOTCH4
MAML2,NOTCH4 Intracellular Domain Regulates Transcription
EFCAB7,Hedgehog 'on' state
EFCAB7,Activation of SMO
CUL3,Degradation of DVL
CUL3,Hedgehog 'on' state
CUL3,Regulation of RAS by GAPs
CUL3,RHOBTB2 GTPase cycle
CUL3,RHOBTB1 GTPase cycle
CUL3,RHOBTB3 ATPase cycle
CUL3,RHOBTB GTPase Cycle
CUL1,Degradation of beta-catenin by the destruction complex
CUL1,Signaling by NOTCH1
CUL1,NOTCH1 Intracellular Domain Regulates Transcription
CUL1,Signaling by NOTCH1 PEST Domain Mutants in Cancer
CUL1,Signaling by NOTCH1 in Cancer
CUL1,Constitutive Signaling by NOTCH1 PEST Domain Mutants
CUL1,Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer
CUL1,Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants
CUL1,Degradation of GLI1 by the proteasome
CUL1,Degradation of GLI2 by the proteasome
CUL1,GLI3 is processed to GLI3R by the proteasome
CUL1,Hedgehog 'off' state
CUL1,Signaling by NOTCH4
CUL1,Negative regulation of NOTCH4 signaling
CUL1,Signaling by ALK in cancer
CUL1,Signaling by ALK fusions and activated point mutants
CUL1,Nuclear events stimulated by ALK signaling in cancer
CASR,Class C/3 (Metabotropic glutamate/pheromone receptors)
PARD6B,RHOV GTPase cycle
TUBB6,Hedgehog 'off' state
TUBB6,RHO GTPases activate IQGAPs
TUBB6,RHO GTPases Activate Formins
TUBB6,HCMV Infection
TUBB6,HCMV Early Events
HINT2,RHOD GTPase cycle
IRS4,Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)
IRS4,IGF1R signaling cascade
IRS4,IRS-related events triggered by IGF1R
CBX2,Regulation of PTEN gene transcription
CDC42BPA,RHOQ GTPase cycle
CDC42BPA,RHOJ GTPase cycle
TUBA1C,Hedgehog 'off' state
TUBA1C,RHO GTPases activate IQGAPs
TUBA1C,RHO GTPases Activate Formins
TUBA1C,HCMV Infection
TUBA1C,HCMV Early Events
RAE1,Host Interactions of HIV factors
RAE1,Rev-mediated nuclear export of HIV RNA
RAE1,Transport of Ribonucleoproteins into the Host Nucleus
RAE1,Export of Viral Ribonucleoproteins from Nucleus
RAE1,NS1 Mediated Effects on Host Pathways
RAE1,Viral Messenger RNA Synthesis
RAE1,NEP/NS2 Interacts with the Cellular Export Machinery
RAE1,Interactions of Vpr with host cellular proteins
RAE1,Interactions of Rev with host cellular proteins
RAE1,Nuclear import of Rev protein
RAE1,Vpr-mediated nuclear import of PICs
RAE1,SLC transporter disorders
RAE1,Defective TPR may confer susceptibility towards thyroid papillary carcinoma (TPC)
RAE1,Disorders of transmembrane transporters
RAE1,HCMV Infection
RAE1,HCMV Early Events
RAE1,HCMV Late Events
RAE1,SARS-CoV-2 activates/modulates innate and adaptive immune responses
OFD1,Hedgehog 'off' state
IL17RC,SARS-CoV-2 activates/modulates innate and adaptive immune responses
RSPO3,Regulation of FZD by ubiquitination
PARP10,Maturation of nucleoprotein
PARP10,Translation of Structural Proteins
PARP10,Late SARS-CoV-2 Infection Events
SPPL2A,Regulation of TNFR1 signaling
SPPL2A,TNF signaling
LINGO1,p75NTR regulates axonogenesis
LINGO1,p75 NTR receptor-mediated signalling
TNS4,Signaling by MET
TNS4,MET promotes cell motility
FAM83A,Signaling by EGFR
PKP4,RND3 GTPase cycle
PKP4,RND2 GTPase cycle
PKP4,RND1 GTPase cycle
PIK3R3,Signaling by SCF-KIT
PIK3R3,Negative regulation of the PI3K/AKT network
PIK3R3,PI3K/AKT Signaling in Cancer
PIK3R3,Constitutive Signaling by Aberrant PI3K in Cancer
PIK3R3,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling"
PIK3R3,Extra-nuclear estrogen signaling
PIK3R3,RAC2 GTPase cycle
PIK3R3,Signaling by KIT in disease
PIK3R3,"Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants"
IKBKG,Diseases of Immune System
IKBKG,Regulation of TNFR1 signaling
IKBKG,TNFR1-induced NF-kappa-B signaling pathway
IKBKG,Diseases associated with the TLR signaling cascade
IKBKG,TNF signaling
IKBKG,SARS-CoV-2 activates/modulates innate and adaptive immune responses
DGKZ,Effects of PIP2 hydrolysis
DGKE,Effects of PIP2 hydrolysis
DGKD,Effects of PIP2 hydrolysis
COL27A1,Signaling by MET
COL27A1,MET activates PTK2 signaling
COL27A1,MET promotes cell motility
CBX4,Regulation of PTEN gene transcription
SYDE1,RAC2 GTPase cycle
SYDE1,RHOQ GTPase cycle
SYDE1,RHOJ GTPase cycle
SYDE1,RAC3 GTPase cycle
SYDE1,RHOF GTPase cycle
RHPN2,RHOA GTPase cycle
RHPN2,RHOB GTPase cycle
ZCRB1,Early SARS-CoV-2 Infection Events
DOCK7,Signaling by MET
DOCK7,MET promotes cell motility
DISP2,Hedgehog ligand biogenesis
LGR5,Regulation of FZD by ubiquitination
MAPKAPK5,MAPK6/MAPK4 signaling
CDC14B,MAPK6/MAPK4 signaling
CDC14A,MAPK6/MAPK4 signaling
MADD,Regulation of TNFR1 signaling
MADD,TNF signaling
CAV1,Signaling by VEGF
CAV1,VEGFA-VEGFR2 Pathway
CAV1,Disassembly of the destruction complex and recruitment of AXIN to the membrane
CAV1,VEGFR2 mediated vascular permeability
CAV1,RHOA GTPase cycle
CAV1,Extra-nuclear estrogen signaling
CAV1,RHOB GTPase cycle
CAV1,RHOC GTPase cycle
CAV1,RAC2 GTPase cycle
CAV1,RHOD GTPase cycle
CAV1,RHOQ GTPase cycle
CAV1,RHOH GTPase cycle
CAV1,RHOG GTPase cycle
CAV1,RHOJ GTPase cycle
CAV1,RAC3 GTPase cycle
CAV1,RHOF GTPase cycle
CAV1,SARS-CoV-1-host interactions
CAV1,RND3 GTPase cycle
CAV1,RND2 GTPase cycle
CAV1,RND1 GTPase cycle
CAV1,SARS-CoV-1 targets host intracellular signalling and regulatory pathways
CAV2,Extra-nuclear estrogen signaling
RGS20,G alpha (z) signalling events
RUVBL1,Formation of the beta-catenin:TCF transactivating complex
RDH16,Signaling by Retinoic Acid
RDH16,RA biosynthesis pathway
RUNX1,Pre-NOTCH Transcription and Translation
RUNX1,Pre-NOTCH Expression and Processing
RUNX1,Estrogen-dependent gene expression
RUNX1,SARS-CoV-1-host interactions
RUNX1,SARS-CoV-1 activates/modulates innate immune responses
RUNX3,Formation of the beta-catenin:TCF transactivating complex
PTCH2,Class B/2 (Secretin family receptors)
AKR1C3,Signaling by Retinoic Acid
AKR1C3,RA biosynthesis pathway
NCOA1,Estrogen-dependent gene expression
NCOA1,NR1H2 and NR1H3-mediated signaling
NCOA1,NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux
CBFB,Estrogen-dependent gene expression
NUMB,Signaling by NOTCH1
NUMB,Activated NOTCH1 Transmits Signal to the Nucleus
NUMB,Degradation of GLI1 by the proteasome
NUMB,Hedgehog 'off' state
NUMB,Hedgehog 'on' state
SOCS1,Signaling by SCF-KIT
SOCS1,Regulation of KIT signaling
PDE5A,RHOBTB1 GTPase cycle
PDE5A,RHOBTB GTPase Cycle
DYNLL1,RHO GTPases Activate Formins
DYNLL1,HCMV Infection
DYNLL1,HCMV Early Events
TNKS,Degradation of AXIN
TNKS,Signaling by WNT in cancer
TNKS,Regulation of PTEN stability and activity
IRS2,Signaling by NTRK1 (TRKA)
IRS2,Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)
IRS2,IGF1R signaling cascade
IRS2,IRS-related events triggered by IGF1R
IRS2,Insulin receptor signalling cascade
IRS2,Signaling by Insulin receptor
IRS2,Signaling by Erythropoietin
IRS2,Erythropoietin activates Phosphoinositide-3-kinase (PI3K)
CBL,Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants
CBL,Signaling by SCF-KIT
CBL,Regulation of KIT signaling
